"","paper","cross","paper_ID","exp_ID","obs_ID","biome","climate","region","soil_suborder","duration_first","duration_last","C_type","C_rate","C_calc","C_app","C_total","plant","plant_category","plant_anper","plant_gfs","plant_apgfs","seeding_native","n_trt","n_cntrl","biomass_mean_trt","biomass_SE_trt","biomass_SD_trt","biomass_mean_cntrl","biomass_SE_cntrl","biomass_SD_cntrl","cover_mean_trt","cover_SE_trt","cover_SD_trt","cover_mean_cntrl","cover_SE_cntrl","cover_SD_cntrl","density_mean_trt","density_SE_trt","density_SD_trt","density_mean_cntrl","density_SE_cntrl","density_SD_cntrl"
"492","Iannone_2008b","low div",25,26,524,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Scirpus atrovirens","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,32,NA,57,23,NA
"493","Iannone_2008b","low div",25,26,525,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Mimulus ringens","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,16,NA,90,40,NA
"494","Iannone_2008b","low div",25,26,526,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Vernonia fasciculata","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,81,NA,360,55,NA
"495","Iannone_2008b","low div",25,26,527,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Pycnanthemum virginianum","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6,NA,7,4,NA
"496","Iannone_2008b","low div",25,26,528,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Lobelia siphilitica","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
"497","Iannone_2008b","low div",25,26,529,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Eupatorium maculatum","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,7,NA,33,11,NA
"498","Iannone_2008b","low div",25,26,530,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Calamagrostis canadensis","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,20,14,NA
"499","Iannone_2008b","low div",25,26,531,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Glyceria grandis","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,NA,100,54,NA
"500","Iannone_2008b","low div",25,26,532,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Carex hystericina","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,57,NA,3,3,NA
"501","Iannone_2008b","low div",25,26,533,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Carex scoparia","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,100,NA,230,51,NA
"502","Iannone_2008b","low div",25,26,534,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Scirpus atrovirens","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,47,NA,77,20,NA
"503","Iannone_2008b","low div",25,26,535,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Mimulus ringens","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,NA,120,66,NA
"504","Iannone_2008b","low div",25,26,536,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Vernonia fasciculata","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,27,NA,350,93,NA
"505","Iannone_2008b","low div",25,26,537,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Pycnanthemum virginianum","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,17,9.5,NA
"506","Iannone_2008b","low div",25,26,538,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Lobelia siphilitica","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
"507","Iannone_2008b","low div",25,26,539,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Eupatorium maculatum","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,NA,63,29,NA
"508","Iannone_2008b","no cc",25,26,540,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Calamagrostis canadensis","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,40,26,NA
"509","Iannone_2008b","no cc",25,26,541,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Glyceria grandis","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,NA,160,51,NA
"510","Iannone_2008b","no cc",25,26,542,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Carex hystericina","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17,NA,40,19,NA
"511","Iannone_2008b","no cc",25,26,543,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Carex scoparia","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,91,NA,360,96,NA
"512","Iannone_2008b","no cc",25,26,544,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Scirpus atrovirens","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,87,NA,63,29,NA
"513","Iannone_2008b","no cc",25,26,545,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Mimulus ringens","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,53,NA,70,21,NA
"514","Iannone_2008b","no cc",25,26,546,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Vernonia fasciculata","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,120,NA,350,72,NA
"515","Iannone_2008b","no cc",25,26,547,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Pycnanthemum virginianum","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,7,4,NA
"516","Iannone_2008b","no cc",25,26,548,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Lobelia siphilitica","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
"517","Iannone_2008b","no cc",25,26,549,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Eupatorium maculatum","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,23,NA,33,16,NA
"518","Iannone_2008b","no cc",25,26,550,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Calamagrostis canadensis","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,NA,77,43,NA
"519","Iannone_2008b","no cc",25,26,551,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Glyceria grandis","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,52,NA,93,27,NA
"520","Iannone_2008b","no cc",25,26,552,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Carex hystericina","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,NA,77,47,NA
"521","Iannone_2008b","no cc",25,26,553,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Carex scoparia","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,160,NA,400,120,NA
"522","Iannone_2008b","no cc",25,26,554,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Scirpus atrovirens","native perennial graminoid","perennial","graminoid",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,69,NA,140,43,NA
"523","Iannone_2008b","no cc",25,26,555,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Mimulus ringens","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,35,NA,27,14,NA
"524","Iannone_2008b","no cc",25,26,556,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Vernonia fasciculata","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,42,NA,170,42,NA
"525","Iannone_2008b","no cc",25,26,557,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Pycnanthemum virginianum","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.3,NA,3,3,NA
"526","Iannone_2008b","no cc",25,26,558,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Lobelia siphilitica","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
"527","Iannone_2008b","no cc",25,26,559,"sedge meadow",NA,"Midwest, USA","Aquolls",22,22,"sawdust",4191.6,"no",1,4191.6,"Eupatorium maculatum","native perennial forb","perennial","forb",NA,"native seeded",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,17,NA,33,7,NA
"528","Kirkpatrick_2011","Mima Mounds",26,27,560,"Puget lowland prairie",NA,"Pacific Northwest, USA","Xerepts",50,49,"sucrose",1000,"no",3,1000,"Hypochaeris radicata (hairy cat's ear)","exotic perennial forb","perennial","graminoid",NA,"native not seeded",3,3,NA,NA,NA,NA,NA,NA,40.8074534161491,NA,19.1925465838509,39.1304347826087,NA,19.3788819875776,NA,NA,NA,NA,NA,NA
"529","Kirkpatrick_2011","Mima Mounds",26,27,561,"Puget lowland prairie",NA,"Pacific Northwest, USA","Xerepts",50,49,"sucrose",1000,"no",3,1000,"Agrostis capillaris (colonial bentgrass)","exotic perennial graminoid","perennial","graminoid",NA,"native not seeded",3,3,NA,NA,NA,NA,NA,NA,29.2473118279569,NA,19.1397849462366,29.8924731182795,NA,14.4086021505377,NA,NA,NA,NA,NA,NA
"530","Kirkpatrick_2011","Mima Mounds",26,27,562,"Puget lowland prairie",NA,"Pacific Northwest, USA","Xerepts",50,49,"sucrose",1000,"no",3,1000,"Arrhenatherum elatius (tall oatgrass)","exotic perennial graminoid","perennial","graminoid",NA,"native not seeded",3,3,NA,NA,NA,NA,NA,NA,4.27046263345193,NA,14.0925266903915,1.60142348754449,NA,3.95017793594305,NA,NA,NA,NA,NA,NA
